"TableName","SeriesCode","LineNumber","LineDescription","METRIC_NAME","CL_UNIT","UNIT_MULT","year","value"
"T20100","A229RX","39","Chained (2017) dollars","Ratio","Level","0",2010,40361
"T20100","A229RX","39","Chained (2017) dollars","Ratio","Level","0",2011,40908
"T20100","A229RX","39","Chained (2017) dollars","Ratio","Level","0",2012,41705
"T20100","A229RX","39","Chained (2017) dollars","Ratio","Level","0",2013,40798
"T20100","A229RX","39","Chained (2017) dollars","Ratio","Level","0",2014,41876
"T20100","A229RX","39","Chained (2017) dollars","Ratio","Level","0",2015,43179
"T20100","A229RX","39","Chained (2017) dollars","Ratio","Level","0",2016,43659
"T20100","A229RX","39","Chained (2017) dollars","Ratio","Level","0",2017,44710
"T20100","A229RX","39","Chained (2017) dollars","Ratio","Level","0",2018,46059
"T20100","A229RX","39","Chained (2017) dollars","Ratio","Level","0",2019,47249
"T20100","A229RX","39","Chained (2017) dollars","Ratio","Level","0",2020,50037
"T20100","A229RX","39","Chained (2017) dollars","Ratio","Level","0",2021,51649
"T20100","A229RX","39","Chained (2017) dollars","Ratio","Level","0",2022,48537
"T20100","B230RC","40","Population (midperiod, thousands)","Persons","Level","3",2000,282398
"T20100","B230RC","40","Population (midperiod, thousands)","Persons","Level","3",2001,285225
"T20100","B230RC","40","Population (midperiod, thousands)","Persons","Level","3",2002,287955
"T20100","B230RC","40","Population (midperiod, thousands)","Persons","Level","3",2003,290626
"T20100","B230RC","40","Population (midperiod, thousands)","Persons","Level","3",2004,293262
"T20100","B230RC","40","Population (midperiod, thousands)","Persons","Level","3",2005,295993
"T20100","B230RC","40","Population (midperiod, thousands)","Persons","Level","3",2006,298818
"T20100","B230RC","40","Population (midperiod, thousands)","Persons","Level","3",2007,301696
"T20100","B230RC","40","Population (midperiod, thousands)","Persons","Level","3",2008,304543
"T20100","B230RC","40","Population (midperiod, thousands)","Persons","Level","3",2009,307240
"T20100","B230RC","40","Population (midperiod, thousands)","Persons","Level","3",2010,309839
"T20100","B230RC","40","Population (midperiod, thousands)","Persons","Level","3",2011,312295
"T20100","B230RC","40","Population (midperiod, thousands)","Persons","Level","3",2012,314725
"T20100","B230RC","40","Population (midperiod, thousands)","Persons","Level","3",2013,317099
"T20100","B230RC","40","Population (midperiod, thousands)","Persons","Level","3",2014,319601
"T20100","B230RC","40","Population (midperiod, thousands)","Persons","Level","3",2015,322113
"T20100","B230RC","40","Population (midperiod, thousands)","Persons","Level","3",2016,324609
"T20100","B230RC","40","Population (midperiod, thousands)","Persons","Level","3",2017,326860
"T20100","B230RC","40","Population (midperiod, thousands)","Persons","Level","3",2018,328794
"T20100","B230RC","40","Population (midperiod, thousands)","Persons","Level","3",2019,330513
"T20100","B230RC","40","Population (midperiod, thousands)","Persons","Level","3",2020,331840
"T20100","B230RC","40","Population (midperiod, thousands)","Persons","Level","3",2021,332505
"T20100","B230RC","40","Population (midperiod, thousands)","Persons","Level","3",2022,334372
"T20100","A067RP","41","Disposable personal income, current dollars","Current Dollars","Percent change, annual rate","0",2000,7.5
"T20100","A067RP","41","Disposable personal income, current dollars","Current Dollars","Percent change, annual rate","0",2001,5
"T20100","A067RP","41","Disposable personal income, current dollars","Current Dollars","Percent change, annual rate","0",2002,4.4
"T20100","A067RP","41","Disposable personal income, current dollars","Current Dollars","Percent change, annual rate","0",2003,4.7
"T20100","A067RP","41","Disposable personal income, current dollars","Current Dollars","Percent change, annual rate","0",2004,5.8
"T20100","A067RP","41","Disposable personal income, current dollars","Current Dollars","Percent change, annual rate","0",2005,4.1
"T20100","A067RP","41","Disposable personal income, current dollars","Current Dollars","Percent change, annual rate","0",2006,6.6
"T20100","A067RP","41","Disposable personal income, current dollars","Current Dollars","Percent change, annual rate","0",2007,5
"T20100","A067RP","41","Disposable personal income, current dollars","Current Dollars","Percent change, annual rate","0",2008,4.6
"T20100","A067RP","41","Disposable personal income, current dollars","Current Dollars","Percent change, annual rate","0",2009,0
"T20100","A067RP","41","Disposable personal income, current dollars","Current Dollars","Percent change, annual rate","0",2010,3.7
"T20100","A067RP","41","Disposable personal income, current dollars","Current Dollars","Percent change, annual rate","0",2011,4.7
"T20100","A067RP","41","Disposable personal income, current dollars","Current Dollars","Percent change, annual rate","0",2012,4.7
"T20100","A067RP","41","Disposable personal income, current dollars","Current Dollars","Percent change, annual rate","0",2013,-0.1
"T20100","A067RP","41","Disposable personal income, current dollars","Current Dollars","Percent change, annual rate","0",2014,4.9
"T20100","A067RP","41","Disposable personal income, current dollars","Current Dollars","Percent change, annual rate","0",2015,4.1
"T20100","A067RP","41","Disposable personal income, current dollars","Current Dollars","Percent change, annual rate","0",2016,2.9
"T20100","A067RP","41","Disposable personal income, current dollars","Current Dollars","Percent change, annual rate","0",2017,4.9
"T20100","A067RP","41","Disposable personal income, current dollars","Current Dollars","Percent change, annual rate","0",2018,5.7
"T20100","A067RP","41","Disposable personal income, current dollars","Current Dollars","Percent change, annual rate","0",2019,4.6
"T20100","A067RP","41","Disposable personal income, current dollars","Current Dollars","Percent change, annual rate","0",2020,7.5
"T20100","A067RP","41","Disposable personal income, current dollars","Current Dollars","Percent change, annual rate","0",2021,7.7
"T20100","A067RP","41","Disposable personal income, current dollars","Current Dollars","Percent change, annual rate","0",2022,0.7
"T20100","PA000969","42","Personal outlays, current dollars","Current Dollars","Percent change, annual rate","0",2000,7.9
"T20100","PA000969","42","Personal outlays, current dollars","Current Dollars","Percent change, annual rate","0",2001,4.6
"T20100","PA000969","42","Personal outlays, current dollars","Current Dollars","Percent change, annual rate","0",2002,3.5
"T20100","PA000969","42","Personal outlays, current dollars","Current Dollars","Percent change, annual rate","0",2003,5.1
"T20100","PA000969","42","Personal outlays, current dollars","Current Dollars","Percent change, annual rate","0",2004,6.4
"T20100","PA000969","42","Personal outlays, current dollars","Current Dollars","Percent change, annual rate","0",2005,6.7
"T20100","PA000969","42","Personal outlays, current dollars","Current Dollars","Percent change, annual rate","0",2006,6
"T20100","PA000969","42","Personal outlays, current dollars","Current Dollars","Percent change, annual rate","0",2007,5.2
"T20100","PA000969","42","Personal outlays, current dollars","Current Dollars","Percent change, annual rate","0",2008,2.9
"T20100","PA000969","42","Personal outlays, current dollars","Current Dollars","Percent change, annual rate","0",2009,-1.7
"T20100","PA000969","42","Personal outlays, current dollars","Current Dollars","Percent change, annual rate","0",2010,3.5
"T20100","PA000969","42","Personal outlays, current dollars","Current Dollars","Percent change, annual rate","0",2011,4.1
"T20100","PA000969","42","Personal outlays, current dollars","Current Dollars","Percent change, annual rate","0",2012,3.2
"T20100","PA000969","42","Personal outlays, current dollars","Current Dollars","Percent change, annual rate","0",2013,3
"T20100","PA000969","42","Personal outlays, current dollars","Current Dollars","Percent change, annual rate","0",2014,4.3
"T20100","PA000969","42","Personal outlays, current dollars","Current Dollars","Percent change, annual rate","0",2015,3.7
"T20100","PA000969","42","Personal outlays, current dollars","Current Dollars","Percent change, annual rate","0",2016,3.5
"T20100","PA000969","42","Personal outlays, current dollars","Current Dollars","Percent change, annual rate","0",2017,4.5
"T20100","PA000969","42","Personal outlays, current dollars","Current Dollars","Percent change, annual rate","0",2018,5
"T20100","PA000969","42","Personal outlays, current dollars","Current Dollars","Percent change, annual rate","0",2019,3.7
"T20100","PA000969","42","Personal outlays, current dollars","Current Dollars","Percent change, annual rate","0",2020,-1.8
"T20100","PA000969","42","Personal outlays, current dollars","Current Dollars","Percent change, annual rate","0",2021,12.9
"T20100","PA000969","42","Personal outlays, current dollars","Current Dollars","Percent change, annual rate","0",2022,10
"T20100","A067RL","43","Disposable personal income, chained (2017) dollars","Chained Dollars","Percent change, annual rate","0",2000,4.9
"T20100","A067RL","43","Disposable personal income, chained (2017) dollars","Chained Dollars","Percent change, annual rate","0",2001,2.9
"T20100","A067RL","43","Disposable personal income, chained (2017) dollars","Chained Dollars","Percent change, annual rate","0",2002,3.1
"T20100","A067RL","43","Disposable personal income, chained (2017) dollars","Chained Dollars","Percent change, annual rate","0",2003,2.5
"T20100","A067RL","43","Disposable personal income, chained (2017) dollars","Chained Dollars","Percent change, annual rate","0",2004,3.2
"T20100","A067RL","43","Disposable personal income, chained (2017) dollars","Chained Dollars","Percent change, annual rate","0",2005,1.2
"T20100","A067RL","43","Disposable personal income, chained (2017) dollars","Chained Dollars","Percent change, annual rate","0",2006,3.6
"T20100","A067RL","43","Disposable personal income, chained (2017) dollars","Chained Dollars","Percent change, annual rate","0",2007,2.3
"T20100","A067RL","43","Disposable personal income, chained (2017) dollars","Chained Dollars","Percent change, annual rate","0",2008,1.6
"T20100","A067RL","43","Disposable personal income, chained (2017) dollars","Chained Dollars","Percent change, annual rate","0",2009,0.2
"T20100","A067RL","43","Disposable personal income, chained (2017) dollars","Chained Dollars","Percent change, annual rate","0",2010,1.9
"T20100","A067RL","43","Disposable personal income, chained (2017) dollars","Chained Dollars","Percent change, annual rate","0",2011,2.2
"T20100","A067RL","43","Disposable personal income, chained (2017) dollars","Chained Dollars","Percent change, annual rate","0",2012,2.7
"T20100","A067RL","43","Disposable personal income, chained (2017) dollars","Chained Dollars","Percent change, annual rate","0",2013,-1.4
"T20100","A067RL","43","Disposable personal income, chained (2017) dollars","Chained Dollars","Percent change, annual rate","0",2014,3.5
"T20100","A067RL","43","Disposable personal income, chained (2017) dollars","Chained Dollars","Percent change, annual rate","0",2015,3.9
"T20100","A067RL","43","Disposable personal income, chained (2017) dollars","Chained Dollars","Percent change, annual rate","0",2016,1.9
"T20100","A067RL","43","Disposable personal income, chained (2017) dollars","Chained Dollars","Percent change, annual rate","0",2017,3.1
"T20100","A067RL","43","Disposable personal income, chained (2017) dollars","Chained Dollars","Percent change, annual rate","0",2018,3.6
"T20100","A067RL","43","Disposable personal income, chained (2017) dollars","Chained Dollars","Percent change, annual rate","0",2019,3.1
"T20100","A067RL","43","Disposable personal income, chained (2017) dollars","Chained Dollars","Percent change, annual rate","0",2020,6.3
"T20100","A067RL","43","Disposable personal income, chained (2017) dollars","Chained Dollars","Percent change, annual rate","0",2021,3.4
"T20100","A067RL","43","Disposable personal income, chained (2017) dollars","Chained Dollars","Percent change, annual rate","0",2022,-5.5
